source_document,source_page,source_citation,measurement_name,body_region,population,country,sex,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,98,49.21,492.1,19.374,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,female,2208,percentile,99,49.81,498.1,19.61,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,mean,,48.4,484.0,19.055,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,std_dev,,2.33,23.3,0.917,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,max,,57.8,578.0,22.756,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,min,,38.6,386.0,15.197,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,1,43.43,434.3,17.098,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,2,43.98,439.8,17.315,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,3,44.32,443.2,17.449,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,5,44.79,447.9,17.634,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,10,45.52,455.2,17.921,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,15,46.02,460.2,18.118,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,20,46.42,464.2,18.276,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,25,46.78,467.8,18.417,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,30,47.1,471.0,18.543,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,35,47.41,474.1,18.665,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,40,47.7,477.0,18.78,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,45,47.99,479.9,18.894,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,50,48.28,482.8,19.008,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,55,48.58,485.8,19.126,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,60,48.88,488.8,19.244,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,65,49.2,492.0,19.37,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,70,49.53,495.3,19.5,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,75,49.91,499.1,19.65,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,80,50.33,503.3,19.815,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,85,50.83,508.3,20.012,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,90,51.46,514.6,20.26,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,95,52.42,524.2,20.638,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,97,53.04,530.4,20.882,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,98,53.49,534.9,21.059,
Anthropometric Detailed Data Tables (ANSUR 1988),12,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Forearm-Hand Length,forearm,US Military Personnel,USA,male,1774,percentile,99,54.2,542.0,21.339,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,mean,,7.94,79.4,3.126,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,std_dev,,0.38,3.8,0.15,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,max,,9.8,98.0,3.858,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,min,,6.6,66.0,2.598,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,1,7.09,70.9,2.791,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,2,7.19,71.9,2.831,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,3,7.25,72.5,2.854,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,5,7.34,73.4,2.89,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,10,7.47,74.7,2.941,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,15,7.56,75.6,2.976,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,20,7.63,76.3,3.004,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,25,7.69,76.9,3.028,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,30,7.74,77.4,3.047,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,35,7.79,77.9,3.067,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,40,7.84,78.4,3.087,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,45,7.89,78.9,3.106,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,50,7.93,79.3,3.122,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,55,7.98,79.8,3.142,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,60,8.03,80.3,3.161,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,65,8.08,80.8,3.181,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,70,8.13,81.3,3.201,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,75,8.18,81.8,3.22,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,80,8.25,82.5,3.248,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,85,8.32,83.2,3.276,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,90,8.42,84.2,3.315,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,95,8.56,85.6,3.37,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,97,8.66,86.6,3.409,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,98,8.74,87.4,3.441,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,female,2208,percentile,99,8.86,88.6,3.488,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,mean,,9.04,90.4,3.559,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,std_dev,,0.42,4.2,0.165,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,max,,10.6,106.0,4.173,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,min,,7.7,77.0,3.031,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,1,8.07,80.7,3.177,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,2,8.19,81.9,3.224,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,3,8.27,82.7,3.256,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,5,8.36,83.6,3.291,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,10,8.51,85.1,3.35,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,15,8.61,86.1,3.39,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,20,8.69,86.9,3.421,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,25,8.75,87.5,3.445,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,30,8.82,88.2,3.472,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,35,8.87,88.7,3.492,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,40,8.93,89.3,3.516,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,45,8.98,89.8,3.535,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,50,9.03,90.3,3.555,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,55,9.09,90.9,3.579,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,60,9.14,91.4,3.598,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,65,9.2,92.0,3.622,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,70,9.26,92.6,3.646,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,75,9.32,93.2,3.669,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,80,9.4,94.0,3.701,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,85,9.48,94.8,3.732,
Anthropometric Detailed Data Tables (ANSUR 1988),16,"Gordon CC, Churchill T, Clauser CE et al. (1989). 1988 Anthropometric Survey of U.S. Personnel: Summary Statistics Interim Report. US Army Natick Research, Development and Engineering Center. March 1989.",Hand Breadth,hand,US Military Personnel,USA,male,1774,percentile,90,9.59,95.9,3.776,
